1,Quando a Universidade de São Paulo foi criada?
0,O Centro de Práticas Esportivas da Universidade de São Paulo está vinculado a qual órgão da USP?
1,Quais são as escolas do Institut Polytechnique de Paris?
0,Há quanto tempo a Universidade de São Paulo existe?
0,Quando a USP foi fundada?
0,O CEPEUSP pertence a qual órgão da USP?
0,Quem coordena o CEPEUSP?
1,Quem informa a USP sobre as mudanças de valores em contratos de operadoras credenciadas?
0,Quem informa a Universidade de São Paulo sobre preços de contratos?
1,"O conselho de ensino, pesquisa e extensão é composto por quais câmaras?"
0,Qual é o conselho da USP responsável pela área de pesquisa ensino e extensão?
0,Quantas câmaras existem no conselho responsável pela pesquisa e extensão da USP?
0,Quais são as provas e seus respectivos pesos no concurso para Professor Titular na USP?
0,Como deve ser apresentado e qual é o limite de tempo para submeter um recurso em relação às decisões tomadas pelos órgãos colegiados e executivos da Universidade de São Paulo?
0,Quais disciplinas e aulas são requisitos obrigatórios para a formação em engenharia civil na Universidade de São Paulo?
0,Quais são os requisitos mínimos de conhecimento em inglês e francês para quem deseja se inscrever no curso de engenharia oferecido pela Ecole des Ponts ParisTech?
0,"Quais são os critérios estabelecidos para determinar a composição dos membros docentes nas Congregações da USP, incluindo a proporção de professores de diferentes níveis acadêmicos?"
0,"Qual é o processo de eleição para os cargos de Diretor e Vice-Diretor no Museu de Arqueologia e Etnologia da USP, e por quanto tempo eles permanecem em seus cargos?"
0,Qual é o limite de tempo para um estudante sem mestrado finalizar o doutorado na Universidade de São Paulo?
1,Quais metas o Museu Paulista busca alcançar em suas atividades institucionais?
0,Qual é o limite de tempo que um aluno de pós-graduação tem para fazer o exame de qualificação depois de se matricular na USP?
0,"Após a Congregação decidir sobre o resultado de um concurso na USP, qual é o intervalo de tempo disponível para apresentar um recurso de nulidade?"
0,Quais requisitos um estudante de mestrado deve atender para ser elegível à mudança para o doutorado direto na Universidade de São Paulo?
0,Por quanto tempo os estudantes podem servir como representantes discentes em um Conselho Departamental da USP e eles podem ser reeleitos?
0,Quais são as responsabilidades atribuídas à Comissão de Inclusão e Pertencimento da Escola de Engenharia de Lorena (EEL) de acordo com as diretrizes da Universidade de São Paulo?
0,Em quais línguas é possível redigir as dissertações de mestrado profissional na Universidade de São Paulo?
1,"Quais são as responsabilidades fundamentais do ICMC na Universidade de São Paulo em relação ao ensino, pesquisa e extensão nas áreas de matemática e computação?"
0,"Como é determinada a participação dos estudantes nas Comissões de Graduação e de Pós-Graduação da USP em termos percentuais, e qual o processo de eleição para os suplentes desses representantes estudantis?"
0,"Quais critérios devem ser seguidos para a submissão de uma Dissertação de Mestrado na Universidade de São Paulo, de acordo com as diretrizes da Escola de Enfermagem?"
1,"Qual é a quantidade de créditos especiais que um aluno da USP pode obter ao publicar um artigo como autor principal em periódicos de Química com classificação Qualis entre A e B2, que esteja associado ao seu projeto de dissertação ou tese?"
1,Quais são as entidades que gerenciam o Museu de Arqueologia e Etnologia da USP e qual é a estrutura do seu Conselho Deliberativo?
0,Quais são os elementos avaliados no processo de avaliação do memorial para candidatos que buscam a livre-docência na Universidade de São Paulo?
0,Quais são os requisitos de créditos em disciplinas e de produções acadêmicas relacionadas ao tema de pesquisa que alunos de Mestrado e Doutorado precisam cumprir antes do exame de qualificação e antes da entrega final de suas dissertações ou teses na USP?
0,"Quais são os requisitos para que uma disciplina seja aprovada ou mantenha sua aprovação na Universidade de São Paulo, e de que maneira as ementas devem ser formatadas?"
0,Como é determinada a formação do corpo docente na Congregação da ESALQ e quais indivíduos têm permissão para participar como convidados sem possuir direito de voto?
1,Como a Congregação da USP deve proceder para realizar suas reuniões se a quantidade necessária de membros não estiver presente na convocação inicial?
1,"Quais outras comissões fixas podem ser criadas na USP além das já existentes de Graduação, Pós-Graduação, Pesquisa e Inovação, Cultura e Extensão Universitária, e Inclusão e Pertencimento, e como se dá o processo de aprovação dos seus regulamentos específicos?"
1,Qual é o processo de nomeação do Reitor na USP em situações onde a universidade carece de independência financeira?
0,"Qual órgão da USP tem a autoridade para validar os integrantes das Comissões de Graduação, de Pesquisa e Inovação, e de Cultura e Extensão Universitária, e qual é o procedimento adotado quando há desacordo sobre essas indicações?"
0,"Quais são os critérios de elegibilidade para os cargos de Coordenador e suplente nas Comissões de Coordenação de Cursos na USP, e de que forma são escolhidos esses membros?"
0,Qual órgão da Universidade de São Paulo é encarregado de gerenciar as ações relacionadas a disciplinas que envolvem mais de um departamento?
0,"Como é determinada a seleção do Coordenador da COESF na USP, em termos de qualificações e área de formação?"
1,"Por quanto tempo os professores podem servir nas Comissões de Pesquisa e de Pesquisa e Inovação da USP, e existe um limite para quantas vezes eles podem ser reeleitos?"
1,Como um funcionário da USP pode retomar suas atividades depois de cancelar uma licença e sob quais condições ele pode usufruir do restante dessa licença?
0,Quais são os limites de tempo estabelecidos para a realização do Exame de Proficiência em Inglês na USP e quais as implicações para aqueles que não observarem esses limites?
1,Quais tarefas estão sob a supervisão da Seção de Materiais na USP de acordo com suas diretrizes internas?
0,Como é determinada a formação da Comissão de Inclusão e Pertencimento na FEUSP em termos de seus membros?
0,"Como um docente pode progredir em sua carreira na USP, quais são os diferentes graus e posições disponíveis e qual é o processo para avançar de um posto para outro?"
0,"Quais critérios devem ser seguidos para que orientadores sejam especificamente credenciados no Programa de Pós-Graduação da USP, mesmo que não cumpram os requisitos mínimos previamente estabelecidos?"
1,Qual é a quantidade de créditos especiais que um estudante da USP pode receber ao realizar o depósito de patentes ou o registro de programas de computador?
0,Quais critérios a Comissão de Coordenação de Programas (CCP) utiliza para avaliar a inclusão de disciplinas novas nos cursos de pós-graduação na USP?
1,"Quais obrigações o Diretor da FMVZ tem, de acordo com o regimento, no que diz respeito à entrega de relatórios anuais e à organização de eleições para representantes?"
0,Quais são os requisitos necessários para que um professor seja considerado um orientador pleno nos cursos de pós-graduação da Universidade de São Paulo?
0,Como um candidato pode demonstrar sua afiliação a uma comunidade indígena durante o processo de admissão na USP?
0,Qual é o propósito institucional da Faculdade de Saúde Pública na USP?
1,"Qual é o procedimento para um estudante da USP transitar do Mestrado ao Doutorado Direto, incluindo prazos e requisitos?"
1,"Quais são os requisitos para que um professor da USP possa ter sua jornada de trabalho semanal reduzida de 12 para 8 horas, e qual é a carga horária semanal regular estabelecida pelo processo de seleção?"
0,Como serão realocadas as vagas de graduação na USP que não forem ocupadas através do processo de seleção via ENEM-USP no ano de 2024?
0,Quais tipos de convênios e acordos a USP está habilitada a estabelecer e autorizar de acordo com suas diretrizes organizacionais?
1,Qual é a pontuação mínima exigida para passar na avaliação do currículo Lattes durante a etapa inicial do processo de seleção para o programa de Doutorado Direto em Saúde Global e Sustentabilidade oferecido pela USP?
0,Como os participantes de um concurso na USP podem contestar os temas e o formato da prova prática e qual é o processo utilizado pela Comissão Julgadora para avaliar e responder a essas objeções?
0,Como são determinados os alunos que podem se tornar monitores de graduação e pós-graduação na Universidade de São Paulo?
1,Como é formada a composição do Conselho Gestor do Campus Capital-Butantã na USP e qual o processo para a escolha de seus integrantes?
0,Quais obrigações os estudantes devem cumprir conforme estabelecido pelo Regimento do Instituto de Ciências Matemáticas e de Computação (ICMC) da Universidade de São Paulo?
0,"Em caso de ausência do Pró-Reitor e dos Pró-Reitores Adjuntos de Pesquisa e Inovação na USP, quem é designado para ocupar temporariamente o cargo e com base em quais critérios essa designação é feita?"
0,Quais são as exigências de publicações que um pesquisador da USP precisa cumprir em um período de cinco anos para ser considerado apto de acordo com uma norma específica?
0,Qual é o número de integrantes da Comissão de Inclusão e Pertencimento da USP e qual o processo utilizado para a escolha desses integrantes?
1,Como devem proceder os indivíduos que se identificam como negros e escolhem participar do sistema de cotas em seleções para posições acadêmicas na USP?
0,Quem faz parte do Conselho do Departamento na USP de acordo com as normas estabelecidas?
0,"Para o período do segundo semestre de 2024 e primeiro semestre de 2025, quantas vagas a USP oferecerá para estudantes que desejam realizar a transferência entre cursos de graduação?"
1,Qual é a quantidade de créditos especiais concedidos a estudantes da USP por depositarem patentes vinculadas ao projeto de sua dissertação ou tese?
1,Quais são as finalidades principais estabelecidas pelo regimento do Instituto de Geociências da USP?
1,Como é determinada a formação da Comissão de Cultura e Extensão Universitária na USP e quais são as regras para escolha de seus integrantes?
1,É permitido para um estudante estar matriculado em dois cursos de graduação ao mesmo tempo na USP?
1,Como é feita a avaliação dos estudantes de pós-graduação em Oncologia na Universidade de São Paulo em relação ao seu progresso acadêmico e contribuições científicas?
0,Quais comissões da Universidade de São Paulo são obrigadas a seguir regulamentos específicos que recebem aprovação da Congregação?
0,"Quais critérios devem ser atendidos para submeter um projeto de orientação acadêmica de pós-graduação na Universidade de São Paulo, considerando a importância de um vínculo institucional por parte do proponente?"
1,"Qual é o número mínimo de artigos oriundos do projeto de doutorado que devem compor a tese em formato de coletânea na USP, e quais critérios de publicação esses artigos devem atender?"
1,Quais critérios são utilizados para avaliar estudantes nos testes de qualificação dos cursos de pós-graduação em Oncologia na Universidade de São Paulo?
0,Quais critérios devem ser atendidos para que alguém possa participar de um processo seletivo para a posição de professor catedrático temporário na Universidade de São Paulo?
1,"Qual é a finalidade do COI, estabelecido pela USP, no que diz respeito às instituições brasileiras?"
0,Quais são as fases do processo seletivo para o cargo de Professor Doutor na Universidade de São Paulo e como é distribuída a pontuação entre elas?
0,"Quais critérios devem ser atendidos para a admissão de professores temporários na USP, de acordo com a resolução mencionada?"
1,Quais são os padrões adotados para avaliar as propostas de pesquisa apresentadas por candidatos à pós-graduação no Departamento de Letras Modernas da USP durante o processo de seleção?
0,"Quais são as entidades que fazem parte da gestão central das Faculdades na Universidade de São Paulo, de acordo com o que está estipulado nas normas internas?"
0,Qual é o número máximo de créditos especiais que um estudante pode obter ao se envolver no Programa de Aperfeiçoamento do Ensino (PAE) ao longo de sua matrícula ativa na USP?
0,Quem gerencia o Campus Área Capital-Leste na USP?
0,Como é determinada a formação da Comissão de Graduação na Universidade de São Paulo e qual o processo para a escolha de seu Presidente e Vice-Presidente?
0,Qual é o método utilizado pela Comissão de Pós-Graduação para tomar suas decisões e como o Presidente atua quando há necessidade de decisões urgentes?
1,"Qual é o processo de seleção para os candidatos que se inscrevem nas vagas de Políticas de Ações Afirmativas na USP, após as vagas de Ampla Concorrência terem sido todas ocupadas?"
0,Qual é o papel da Comissão de Legislação e Recursos no que diz respeito à criação e alteração de posições acadêmicas na USP?
0,"Quais são as entidades responsáveis pela gestão geral no Instituto de Química da Universidade de São Paulo, de acordo com as diretrizes do seu estatuto?"
0,Em quais circunstâncias um funcionário da USP é requerido a devolver o auxílio financeiro fornecido pela universidade?
0,Qual é o processo de nomeação para os cargos de Diretor e Vice-Diretor na USP e qual documento rege essa nomeação?
0,Quais são os fatores considerados na análise de um projeto de pesquisa apresentado por um aspirante a um curso de pós-graduação na Universidade de São Paulo?
0,"Qual é o método utilizado para escolher o representante dos ex-alunos no Conselho da USP, e quais são os critérios para participar tanto como eleitor quanto como candidato?"
1,Quantas horas por semana um voluntário está autorizado a trabalhar na USP e quais são as exigências quanto ao horário de trabalho nesse contexto?
1,Quais entidades foram estabelecidas pela Universidade de São Paulo para dar suporte na implementação da LGPD e na definição das funções do DPO?
0,"Quais são os fatores considerados no processo de escolha de monitores na Universidade de São Paulo, de acordo com as normas vigentes?"
0,Com base em quais critérios a comissão avaliadora determina a qualidade do projeto de pesquisa apresentado por candidatos ao cargo de Professor Doutor na Universidade de São Paulo?
0,Sob quais circunstâncias um candidato aos cursos de pós-graduação da USP pode ser isento do teste de proficiência em línguas estrangeiras?
0,"Quais requisitos um estudante deve atender para se qualificar para as vagas reservadas sob as Políticas de Ações Afirmativas da USP, mais precisamente nas categorias de alunos oriundos de Escola Pública e de estudantes que se identificam como Pretos, Pardos e Indígenas?"
1,Quais critérios são utilizados para avaliar estudantes no teste de qualificação do curso de Oncologia na Universidade de São Paulo?
1,Quais são as responsabilidades atribuídas ao líder de um Departamento na USP de acordo com as normas internas?
1,"Qual é o número de membros titulares e seus suplentes eleitos dos cursos de Física para a Comissão de Graduação na USP, e qual é a distribuição desses representantes entre os departamentos FCM e FCI de acordo com a resolução mais recente?"
0,"Qual órgão ou pessoa é responsável pela aprovação dos regulamentos relativos à Biblioteca, ao Centro de Computação, à Oficina Mecânica Central e aos serviços administrativos no Instituto de Física da Universidade de São Paulo?"
1,Quais requisitos devem ser cumpridos por estudantes de pós-graduação e aspirantes a bolsistas para efetuar sua inscrição em um Programa oferecido pela USP?
0,Como podem ser agendadas as reuniões extraordinárias da Congregação na Universidade de São Paulo e quais são os responsáveis por essa convocação?
0,Qual órgão da USP tem a função de definir e garantir a implementação dos Projetos de Pesquisa e Inovação?
0,"Quais critérios devem ser seguidos para a submissão de Teses e Dissertações na Universidade de São Paulo, de acordo com as normas estabelecidas pelo seu Regimento de Pós-Graduação?"
0,"Quais são os requisitos para que um orientador pleno seja recredenciado na USP, de acordo com as regras da instituição?"
0,Por quanto tempo os professores eleitos servem na Comissão de Graduação da USP e podem ser reeleitos para o cargo?
1,Como a USP facilita a interação e a integração entre seus alunos e docentes de diversas áreas acadêmicas?
0,"Qual órgão ou entidade é responsável pela aprovação dos regulamentos referentes à Biblioteca, ao Centro de Computação, à Oficina Mecânica Central e aos serviços administrativos no Instituto de Física da Universidade de São Paulo?"
0,Quais documentos e informações um aluno precisa fornecer ao se inscrever para o Exame de Qualificação de Mestrado na Universidade de São Paulo?
1,Por quanto tempo um orientador pode permanecer credenciado na USP e qual é a quantidade máxima de estudantes que ele pode orientar simultaneamente?
1,"Para os novos residentes até 2024, qual foi o número de bolsas de residência médica em Otorrinolaringologia alocadas pelo Hospital de Reabilitação de Anomalias Craniofaciais da USP?"
0,Qual é o procedimento adotado para a gestão dos dados pessoais dos participantes do processo seletivo da FUVEST 2024?
0,Quem faz parte do Conselho Técnico Administrativo da Universidade de São Paulo e por quanto tempo cada membro serve antes de uma nova eleição ou recondução?
0,"Qual penalidade será aplicada a um funcionário da USP que falhar em cumprir as horas de trabalho semanais determinadas, exceto nos casos permitidos pelo estatuto?"
1,Quais são as condições necessárias para que estudantes de graduação possam se candidatar a representantes estudantis nos Conselhos de Inclusão e Pertencimento e de Pesquisa e Inovação na USP?
0,Quais critérios devem ser atendidos para que uma dissertação de mestrado apresentada como uma série de artigos seja aceita na USP?
1,Quais órgãos fazem parte da estrutura administrativa do Museu Paulista conforme estabelecido em seu estatuto?
0,Quais são os elementos avaliados e a importância de cada um deles na etapa inicial do processo de seleção para o programa de Doutorado em Saúde Global e Sustentabilidade na Universidade de São Paulo?
1,"Qual é o limite de tempo estabelecido para a entrega da dissertação em um Mestrado Profissional na USP, considerando também a extensão máxima permitida em circunstâncias especiais?"
0,Quais critérios um aluno de Mestrado deve atender para efetuar a transição para o Doutorado Direto na USP?
0,Qual é o tempo limite para a conclusão dos créditos necessários nos cursos de graduação oferecidos pela EEFE-USP?
1,Quais condições devem ser atendidas por um funcionário da USP para receber o benefício do salário-família relacionado aos seus dependentes?
0,Como pode um aluno que não obteve sucesso no exame de qualificação na USP se candidatar para uma nova tentativa?
0,"Em caso de não disponibilidade do Presidente e do Vice-Presidente, qual membro da CRInt é designado para assumir suas funções segundo as normas da USP?"
0,Em quais circunstâncias a USP determina que a votação seja feita de maneira secreta conforme suas diretrizes de votação?
0,Quais são os objetivos e responsabilidades atribuídos à COSEAS na USP em termos de saúde e assistência social?
1,Quais são as opções de cursos de graduação disponíveis no Instituto de Matemática e Estatística (IME) da USP e como é organizada a gestão conjunta de um desses cursos com outra unidade acadêmica?
0,Qual é o método utilizado pela USP para realizar a avaliação anual do progresso acadêmico e científico dos seus alunos de pós-graduação?
1,Em que data foi ratificado o novo Regimento da Faculdade de Ciências Farmacêuticas da USP e quais foram as resoluções anteriores que ele invalidou?
1,"Como um aluno pode transitar do mestrado para o doutorado na USP antes de finalizar completamente o mestrado, e qual é o impacto dessa transição nos prazos estabelecidos para o doutorado?"
0,Quais competências podem ser adquiridas por quem participa do Programa de Gestão da Inovação na Universidade de São Paulo?
1,Quais são as atribuições da Comissão de Inclusão e Diversidade (CIP) da USP para promover a inclusão e valorizar a diversidade dentro da instituição?
1,Como deve ser feito o depósito de Dissertações e Teses na USP de acordo com as normas do Regimento de Pós-Graduação?
0,"Quais testes de proficiência em língua inglesa são reconhecidos pela USP para admissão em seus programas de Mestrado e Doutorado, e qual é o mínimo de pontos necessários para ser aceito em cada programa?"
1,"Qual é o número mínimo de integrantes necessários para formar as Comissões Julgadoras de Mestrado e Doutorado na USP, e qual deve ser a composição desses membros em relação à sua afiliação institucional?"
0,Quais condições devem ser cumpridas pelos professores da USP para se envolverem em atividades de extensão e cultura?
0,Quais requisitos um estudante da FEARP deve atender para se qualificar como monitor?
0,"Quais critérios devem ser atendidos para realizar o depósito eletrônico de uma Tese de Doutorado na Universidade de São Paulo, incluindo a obrigatoriedade de apresentar prova de submissão de artigo científico?"
1,Quais critérios são necessários para um professor aposentado da FCFRP-USP receber o título de Professor Emérito?
0,"Qual é o procedimento para a eleição do Presidente e do Vice-Presidente em comissões da USP, e de que maneira o Conselho Deliberativo participa dessa escolha?"
1,Quanto tempo é permitido para cada membro do júri fazer suas perguntas e qual é o limite de tempo para as respostas do candidato em um processo de seleção para livre-docência na USP?
1,Quais funções o Comitê Gestor de Governança de Dados e Informações da USP desempenha no que diz respeito à gestão de dados pessoais?
0,Quais responsabilidades são atribuídas à Comissão de Graduação da Universidade de São Paulo de acordo com as normas vigentes mais recentes?
1,"Qual é o tempo limite estabelecido para que estudantes da graduação em Medicina Veterinária na USP completem os créditos necessários, conforme as normas da FMVZ?"
0,Quais são os tipos de avaliações e seus pesos específicos no processo de seleção para Livre-Docência na Faculdade de Ciências Farmacêuticas de Ribeirão Preto na Universidade de São Paulo?
0,"Como é estruturada a Comissão de Inclusão e Pertencimento do ICMC de acordo com a Resolução 8503/2023, e qual é a duração do mandato de seus integrantes?"
1,"Por quanto tempo os professores e o pessoal técnico-administrativo podem servir na CRInt, e eles podem ser reconduzidos para novos mandatos?"
0,"Quais são as disciplinas básicas ministradas pela Secção de Filosofia na Faculdade de Filosofia, Ciências e Letras da Universidade de São Paulo?"
1,"Quais são as condições necessárias para que alguém possa fazer parte das comissões julgadoras na USP, e sob quais condições específicas pode-se incluir um integrante que não detenha o título de doutor?"
0,Qual órgão tem a autoridade para permitir que professores ou pesquisadores do IEB se ausentem para adquirir títulos em outras instituições além da USP?
0,Quais são as atribuições do Conselho Universitário da USP no que diz respeito à elaboração de políticas e implementação de medidas na universidade?
0,Quais critérios podem resultar na reprovação de estudantes em cursos de pós-graduação na Universidade de São Paulo?
0,"Como é estruturado o currículo do curso de graduação em agricultura oferecido pela Escola Superior de Agricultura “Luiz de Queiroz”, incluindo a distribuição das matérias ao decorrer dos anos acadêmicos?"
0,"Qual é a ação que deve ser tomada por um candidato que foi selecionado para o curso de sua preferência máxima no ENEM-USP 2024, e como essa ação afeta sua continuidade no processo de seleção?"
1,"Qual é a data mais cedo que um novo Acordo Coletivo de Trabalho pode ser implementado na USP, levando em conta a necessidade de discussão sobre as cláusulas relacionadas a faltas por questões de saúde?"
0,"Quais são as entidades responsáveis pela gestão do Instituto de Ciências Matemáticas e de Computação (ICMC) na USP, de acordo com as modificações mais recentes nos regulamentos?"
0,Quais componentes são obrigatórios no documento de Qualificação de um aluno de pós na USP?
0,"Quais são os outros membros elegíveis para integrar os Núcleos de Apoio na USP, além dos professores?"
0,Quais são os requisitos necessários para um aluno de Mestrado da USP migrar para o Doutorado Direto depois de ser aprovado no Exame de Qualificação?
0,Quais são os requisitos necessários para a realização de atividades presenciais na USP?
1,Qual órgão tem a autoridade para tomar decisões sobre questões não abordadas na Resolução referida no documento da USP?
0,Em quais línguas é possível escrever e apresentar teses e dissertações na USP?
0,Como é determinada a estrutura da Comissão de Pós-Graduação na USP e qual o processo para a escolha dos representantes dos professores e alunos?
0,Qual é o processo necessário para realizar alterações no Regimento do Instituto de Química de São Carlos (IQSC) da USP?
0,Quais critérios devem ser atendidos por um indivíduo empregado por uma empresa parceira do Programa de Mestrado Profissional da USP para participar da seleção?
0,Sob quais circunstâncias estudantes internacionais podem ser dispensados de apresentar prova de proficiência em inglês para ingressar nos cursos de pós-graduação na USP?
1,Como é determinada a formação da Comissão de Pós-Graduação na Escola de Educação Física e Esporte de Ribeirão Preto e qual é a duração do período de serviço de seus integrantes?
0,Quais documentos um doutorando precisa preparar e como devem ser entregues para se qualificar para o exame de qualificação na Universidade de São Paulo?
0,"Quais critérios um indivíduo deve atender para participar de um concurso de avaliação de títulos e habilidades na Universidade de São Paulo, de acordo com as normas estabelecidas?"
0,"Qual é o valor mínimo de pontuação que um aspirante a um curso de pós-graduação na USP precisa alcançar nas avaliações de conhecimento e apresentação para ser considerado apto, de acordo com as normas publicadas no Diário Oficial do Estado de São Paulo?"
0,Como é definida a estrutura de representação dos professores na Congregação da USP e por quanto tempo esses representantes servem em seus cargos?
0,"Qual é o número mínimo de artigos aceitos para publicação que uma dissertação de mestrado e uma tese de doutorado devem incluir para serem aceitas na USP, quando elaboradas com base em artigos?"
0,Quais são as condições necessárias para que um funcionário da USP possa ter ajustes em seu horário de trabalho devido à sua própria condição de deficiência ou a de membros da sua família?
0,Quais são os dois tipos de alunos encontrados na Universidade de São Paulo e quais critérios determinam a inclusão de um estudante em cada tipo?
1,Quais são as funções designadas à Comissão de Inclusão e Pertencimento da Faculdade de Direito de Ribeirão Preto pela Resolução 8490/2023?
0,Qual é o valor máximo que os Pró-Reitores podem autorizar para gastos de estudantes da USP em atividades ou congressos acadêmicos fora do país e quem está habilitado a fazer essa autorização?
0,"Em que data o Professor Silvio Aparecido de Carvalho se aposentou voluntariamente na Universidade de São Paulo, e quais são os dispositivos legais que fundamentam a criação e a extinção de seu posto de trabalho?"
0,Quais critérios são adotados para determinar se um candidato ao programa de Doutorado em Saúde Global e Sustentabilidade na USP possui a necessária maturidade científica?
1,Quais são os mecanismos utilizados pelo Museu de Zoologia da USP para gerir suas atividades acadêmicas conforme estabelecido em seu regimento?
0,Quais são os requisitos necessários para que um orientador seja recredenciado em programas de pós-graduação na Universidade de São Paulo?
0,Qual é o processo de seleção para o cargo de Presidente da Coordenação e o de seu suplente na Escola Politécnica da Universidade de São Paulo?
1,Quais são as funções atribuídas ao Conselho do Departamento na USP de acordo com as normas vigentes?
0,"Quais são os requisitos necessários para um professor se tornar um orientador pleno no programa de Pós-Graduação em Oceanografia na Universidade de São Paulo, e quais condições devem ser atendidas para sua renovação nessa função?"
0,"Quais são as línguas permitidas para a elaboração e apresentação de dissertações na USP, conforme estabelecido pelo seu Regimento de Pós-Graduação?"
0,"Em quais línguas, além do português, é permitido elaborar e apresentar Dissertações e Teses na USP?"
0,Quais departamentos fazem parte da estrutura da Escola de Enfermagem de Ribeirão Preto na Universidade de São Paulo?
1,Quais obrigações os estudantes devem cumprir segundo o Regimento Interno do ICMC na Universidade de São Paulo?
0,Quais obrigações um coordenador de Grupo de Pesquisa deve cumprir na Universidade de São Paulo segundo as normas estabelecidas?
0,"Em quais circunstâncias o conselho da USP opta por votações secretas, de acordo com as regras estabelecidas?"
0,"Após cumprir todos os créditos necessários, quanto tempo um estudante de Mestrado ou Doutorado precisa aguardar antes de poder submeter sua dissertação ou tese na USP?"
1,Quais são os requisitos de conhecimento em idiomas estrangeiros para quem deseja ingressar no Mestrado Profissional oferecido pela USP?
1,"Em quais situações é permitido realizar o arresto, sequestro ou penhora dos rendimentos de um funcionário da USP, de acordo com as regras estabelecidas pelo estatuto da instituição?"
0,Quais são as exigências necessárias para que uma dissertação possa ser apresentada em forma de coletânea de artigos na Universidade de São Paulo?
0,Quais são os grupos fixos dentro do Conselho Universitário da Universidade de São Paulo e qual é a composição desses grupos?
0,Qual é o valor mínimo que um candidato deve alcançar para ser aprovado em um processo seletivo na Universidade de São Paulo?
0,Quais critérios um estudante deve atender para se qualificar como monitor na FEARP da Universidade de São Paulo?
0,"Quais critérios um estudante, seja da graduação ou pós-graduação, deve atender para ser escolhido como representante de acordo com o Estatuto da USP?"
